나는 경찰로부터 도저히 흉내낼 수 없을 만큼 멍청한 질문을 받았는데 , 그 질문은 내가 귄터 데 브로인 ( günter de bruyn ) 작가를 아는지와 우리가 지적 동류 인지 묻는 것 이었다 .	나 경찰 _ _ _ _ _ _ 질문 _ , _ 질문 내 _ _ _ ( _ _ _ ) 작가 아는지 우리 _ _ _ _ _ _ .	1;FORM;NOM;PRO FORM;N ADV V N ADJ N ADJ ACC;FORM;N PST;V _ DET FORM;N;NOM 1;FORM;NOM;PRO PROPN PROPN PROPN _ PROPN PROPN PROPN _ ACC;FORM;N FIN;FORM;PART 1;FORM;NOM;PRO N N FIN;V V N FIN;IND;PST;V _
1976 년 그는 로켓 레코드 컴퍼니 라는 음반사를 운영하는 친구 인 키키 디 와 협력하여 또 다른 큰 성공을 거둬 준 음반 인 " do n't go breaking my heart " 를 발표했다 .	1976 _ 그 _ _ _ _ 음반사 _ _ _ _ _ 와 _ _ _ _ 성공 _ _ _ _ " _ _ _ _ _ _ " 를 _ .	NUM N 3;FORM;NOM;PRO N N N V ACC;FORM;N N N V PROPN PROPN FORM;PART N ADV ADJ ADJ ACC;FORM;N V PST;V N V _ PROPN PROPN PROPN PROPN PROPN PROPN _ ACC;FORM;PART N _
이 박사는 “ 아고라 ( agora ) 는 초대를 받아야만 입장할 수 있었지만 이 시장의 대부분은 검색 방법만 알면 쉽게 접근할 수 있다 ” 라고 덧붙였다 .	_ 박사 “ _ ( _ ) 는 초대 _ _ _ _ _ 시장 대부분 _ 방법 _ _ _ _ _ ” 라고 _ .	PROPN FORM;N;NOM _ N _ N _ FORM;NOM;PART ACC;FORM;N V N N ADJ;PST DET FORM;GEN;N FORM;N;NOM N N V ADJ N N ADJ;FIN;IND _ PART CAUS;FIN;IND;PST;V _
베르제론 분류는 기단 분류 방식에서 전 세계적으로 가장 널리 통용되는 방식 이다 .	_ 분류 _ _ 방식 _ 세계적 _ _ _ _ _ .	PROPN FORM;N;NOM N N FORM;N DET FORM;N ADV ADV N N FIN;IND;V _
엘리엇은 경기 당일 아버지의 장례식에 참석하였다 .	엘리엇 _ _ 아버지 장례식 _ .	FORM;NOM;PROPN N N FORM;GEN;N FORM;N N _
그 지역의 모든 변화가 성공적 이었던 것은 아니다 .	_ 지역 _ 변화 _ _ 것 _ .	DET FORM;GEN;N DET FORM;N;NOM N PST;V N ADJ;FIN;IND _
테레사 메이 총리는 브렉시트에 대한 사법부의 판결 이후 이를 회피하고 제대로 대응하지 않았다는 이유로 언론의 공개적 인 비판을 받았다 .	_ _ 총리 브렉시트 _ 사법부 _ _ 이 _ _ _ _ 이유 언론 _ _ 비판 _ .	PROPN PROPN FORM;N;NOM FORM;PROPN V FORM;GEN;N N N ACC;FORM;PRO N ADV N PST;V FORM;N FORM;GEN;N N V ACC;FORM;N FIN;IND;PST;V _
올해 초 시갈은 수도 베오그라드에서 무술 학교 설립을 제안한 후 세르비아 국적을 취득했다 .	_ _ 시갈 _ 베오그라드 _ _ 설립 _ _ _ 국적 _ .	N N FORM;NOM;PROPN N FORM;PROPN N N ACC;FORM;N N N PROPN ACC;FORM;N N _
1340 년까지 카이로 인구는 50 만에 근접했으며 그 결과 중국의 서쪽에 있는 가장 큰 도시가 되었다 .	1340 년 _ 인구 50 만 _ _ _ 중국 서쪽 _ _ _ 도시 _ .	NUM N PROPN FORM;N;NOM NUM FORM;NUM N DET N FORM;GEN;PROPN FORM;N ADJ ADV ADJ FORM;N FIN;IND;PST;V _
그는 단지 상원과 주 정부가 자신이 없이도 행동하길 원했으며 그의 직접적 인 명령은 오히려 모호한 구석이 있었기 때문에 법안을 통과시키는 것보다 실제로 그가 어떤 의도를 갖고 있는지에 대한 논쟁을 촉발시켰다 .	그 _ 상원 _ 정부 자신 없이 _ _ 그 _ _ 명령 _ _ 구석 _ 때문 법안 _ 것 _ 그 _ 의도 _ 있는지 _ 논쟁 _ .	3;FORM;NOM;PRO ADV FORM;N N FORM;N;NOM FORM;NOM;PRO ADV N N 3;FORM;GEN;PRO N V FORM;N;NOM ADV ADJ FORM;N;NOM ADJ;PST;V.MSDR FORM;N ACC;FORM;N N FORM;N ADV 3;FORM;NOM;PRO DET ACC;FORM;N V FIN;FORM;PART V ACC;FORM;N N _
나폴레옹은 아우스테를리츠 전투에서 분명 승리를 거뒀기 때문에 포괄적 인 평화 조약을 체결할 수 있을 것으로 확신했지만 이런 희망은 곧 물거품이 되었고 , 신임 영국 총리 인 그렌빌 경이 협약 체결을 거절했으며 이는 알렉산더 황제도 마찬가지 였다 .	나폴레옹 _ 전투 _ 승리 _ 때문 _ _ _ 조약 _ _ _ 것 _ _ 희망 _ 물거품 _ , _ _ _ _ _ 경 _ 체결 _ 이 _ 황제 _ _ .	FORM;NOM;PROPN PROPN FORM;N ADV ACC;FORM;N PST;V;V.MSDR FORM;N N V N ACC;FORM;N N N ADJ;FUT FORM;N N DET FORM;N;NOM ADV FORM;N PASS;PST;V _ N PROPN N V PROPN FORM;N;NOM N ACC;FORM;N N FORM;NOM;PRO PROPN N N FIN;IND;PST;V _
그에 비해 , 2004 년에 운영을 시작한 noma infill metro 전철 역을 짓는 데 1 억 370 만 달러가 소요되었다 .	그 _ , 2004 년 운영 _ _ _ _ _ 역 _ _ 1 _ 370 _ 달러 _ .	FORM;PRO N _ NUM FORM;N ACC;FORM;N N PROPN PROPN PROPN N ACC;FORM;N V N NUM NUM NUM DET FORM;N;NOM N _
그러나 한 여행 전문가는 기내 인터넷이 안정적 이지 못한 경우가 많고 이것이 여행자의 항공사 선택에 영향을 미칠 가능성이 적다고 경고했다 .	_ _ _ 전문가 _ 인터넷 _ _ _ 경우 _ 이것 여행자 _ 선택 영향 _ 가능성 적다 _ .	CONJ DET N FORM;N;NOM N FORM;N;NOM N V ADJ FORM;N;NOM ADJ FORM;NOM;PRO FORM;GEN;N N FORM;N ACC;FORM;N V FORM;N;NOM ADJ;FIN;IND N _
이러한 도시 국가는 수코타이 시대와 동일한 시기에 등장하였다 .	_ _ 국가 _ 시대 _ 시기 _ .	ADJ N FORM;N;NOM PROPN FORM;N N FORM;N N _
그러한 인터넷계의 노력이 그 장치에 대한 자본 지출의 주된 동력 이라 고 들 한다 .	_ 인터넷계 노력 _ 장치 _ _ 지출 _ _ _ 고 들 _ .	ADJ FORM;GEN;N FORM;N;NOM DET FORM;N V N FORM;GEN;N N N FIN;IND;V PART PART FIN;IND;V _
비르누브 선단을 방어한 결과 영국 제도로 의 침략 계획을 포기하게 되었는데 대륙에서 새로운 발전이 일어나고 있었던 것도 계획을 포기한 이유 였다 .	_ 선단 _ _ _ 제도 의 _ 계획 _ _ 대륙 _ 발전 _ _ 것 계획 _ _ _ .	PROPN ACC;FORM;N N N PROPN FORM;N FORM;GEN;PART N ACC;FORM;N N PST;V FORM;N ADJ FORM;N;NOM V PST;V N ACC;FORM;N N N FIN;IND;PST;V _
스탈린은 아바쿠모프를 독려해 mgb 내에 자신의 네트워크를 만들어 권력 다툼에서 베리아의 주도권에 맞서도록 했다 .	스탈린 아바쿠모프 _ _ 내 자신 네트워크 _ _ 다툼 베리아 주도권 _ _ .	FORM;NOM;PROPN ACC;FORM;PROPN N PROPN FORM;N FORM;GEN;PRO ACC;FORM;N V N FORM;N FORM;GEN;PROPN FORM;N V FIN;IND;PST;V _
10 월 초 , 인수 위원회는 같은 장소에서 우버 ( uber ) , 미국 영화 협회 ( motion picture association of america ) , 전미 소비자 기술 협회 ( consumer technology association ) 를 비롯한 단체의 대표들을 초청해서 기술 로비스트 모임을 가졌다 .	10 _ _ , _ 위원회 _ 장소 _ ( _ ) , _ _ _ ( _ _ _ _ _ ) , _ _ _ _ ( _ _ _ ) 를 _ 단체 대표들 _ _ _ 모임 _ .	NUM N N _ N FORM;N;NOM ADJ FORM;N PROPN _ PROPN _ _ PROPN N N _ N N N _ PROPN _ _ PROPN N N N _ N N N _ ACC;FORM;PART V FORM;GEN;N ACC;FORM;N;PL N N N ACC;FORM;N FIN;IND;PST;V _
그 개입은 1997 년 홍콩이 영국에서 중국으로 이양된 후 중국 정부가 취한 개입들 중에서 가장 큰 영향을 미친 사건이 될 것 이다 .	_ 개입 1997 _ 홍콩 영국 중국 _ _ _ 정부 _ _ 중 _ _ 영향 _ 사건 _ _ _ .	DET FORM;N;NOM NUM N FORM;NOM;PROPN FORM;PROPN FORM;PROPN N N PROPN FORM;N;NOM V N;PL FORM;N ADV ADJ ACC;FORM;N PST;V FORM;N V N FIN;IND;V _
그러나 그의 라이벌 인 프라보오 수비안토 또한 승리를 선언했기 때문에 인도네시아 국민들은 혼란에 빠졌다 .	_ 그 _ _ _ _ _ 승리 _ 때문 _ 국민들 혼란 _ .	CONJ 3;FORM;GEN;PRO N V PROPN PROPN ADV ACC;FORM;N N FORM;N PROPN FORM;N;NOM;PL FORM;N FIN;IND;PST;V _
기차에 다시 올라타서 남쪽으로 계속 갔다 .	기차 _ _ 남쪽 _ _ .	FORM;N ADV V FORM;N ADV FIN;IND;PST;V _
사헬의 기후 조건은 바로 북쪽에 있는 사하라 사막의 기후와 비교할 때 상당히 유사하지만 그 정도로 악천후 이진 않다 .	사헬 _ 조건 _ 북쪽 _ _ 사막 기후 _ _ _ _ _ 정도 _ _ _ .	FORM;GEN;PROPN N FORM;N;NOM ADV FORM;N ADJ PROPN FORM;GEN;N FORM;N N N ADV N DET FORM;N N V ADJ;FIN;IND _
색 이라는 측면에서 이파리는 상당히 다양한 녹색을 보였는데 노란색에서 파란색까지 그 범위가 다양하였다 .	_ _ 측면 이파리 _ _ 녹색 _ 노란색 파란색 _ 범위 _ .	N V FORM;N FORM;N;NOM ADV N ACC;FORM;N CAUS;PST;V FORM;N N DET FORM;N;NOM N _
“ 우리는 프로젝트에 실질적으로 참여하는 사람들로 만 소송의 범위를 제한할 수 있는 방안들을 적극적으로 검토하고 있습니다 ” 라는 그의 말이 인용되었다 .	“ 우리 프로젝트 실질적 _ 사람들 만 소송 범위 _ _ _ 방안들 적극적 _ _ ” _ 그 말 _ .	_ 1;FORM;NOM;PRO FORM;N FORM;N N FORM;N;PL PART FORM;GEN;N ACC;FORM;N N N ADJ ACC;FORM;N;PL FORM;N N FIN;IND;V _ V 3;FORM;GEN;PRO FORM;N;NOM N _
16 세기 서양과 의 조우를 통해 노다지와 같은 교역로가 세워지면서 상당한 경제 성장이 계속되는 시기를 맞이하였다 .	16 _ 서양 의 조우 _ 노다지 _ 교역로 _ _ _ 성장 _ 시기 _ .	NUM N FORM;N FORM;GEN;PART ACC;FORM;N V FORM;N ADJ FORM;N;NOM CAUS;V N N FORM;N;NOM N ACC;FORM;N FIN;IND;PST;V _
그들이 패턴과 색깔에 흠뻑 빠져든 이유가 바로 거기에 있는 것 같아요 .	그들 패턴 색깔 _ _ 이유 _ 거기 _ _ 같아 .	3;FORM;NOM;PL;PRO FORM;N FORM;N ADV PST;V FORM;N;NOM ADV FORM;PRO ADJ N ADJ;FIN;FORM _
두 번째 경계에서 외부 경계에 이르는 부분으로 푼타 델 에스테에 있는 랜드마크 등대에서 푼타 라사 에 있는 랜드마크 등대를 잇는 가상의 선 이다 .	_ _ 경계 _ 경계 _ 부분 _ _ 에스테 _ _ 등대 _ _ 에 _ _ 등대 _ 가상 _ _ .	DET N FORM;N N FORM;N V FORM;N PROPN PROPN FORM;PROPN ADJ N FORM;N PROPN PROPN FORM;PART ADJ N ACC;FORM;N V FORM;GEN;N N FIN;IND;V _
그것은 정치적 과정 이고 나는 참여하지 않기로 결심했다 .	그것 _ _ _ 나 _ 않기 _ .	FORM;NOM;PRO N N V 1;FORM;NOM;PRO N FORM;PART;V.MSDR N _
2002 년 9 월 9 일 알드린은 우주를 주제로 한 일본 아동 tv 방송에 사용할 인터뷰를 명목으로 비버리힐즈 호텔에 나타났다 .	2002 _ 9 _ 9 _ 알드린 우주 주제 _ _ _ _ 방송 _ 인터뷰 명목 _ 호텔 _ .	NUM N NUM N NUM N FORM;NOM;PROPN ACC;FORM;N FORM;N PST;V PROPN N N FORM;N N ACC;FORM;N FORM;N PROPN FORM;N FIN;IND;PST;V _
이와 관련해서 토요일 모로코에서 선진국들은 서로의 계획과 야심에 대해 공개적으로 문제를 제기하게 되었다 .	이 _ _ 모로코 선진국들 서로 계획 야심 _ 공개적 문제 _ _ .	FORM;PRO N N FORM;PROPN FORM;N;NOM;PL FORM;GEN;N FORM;N FORM;N V FORM;N ACC;FORM;N N FIN;IND;PST;V _
배리는 에든버러 대학에 입학했으며 에든버러 이브닝 쿠란트지에서 드라마 리뷰를 작성하였다 .	배리 _ 대학 _ _ _ 쿠란트지 _ 리뷰 _ .	FORM;NOM;PROPN PROPN FORM;N N PROPN N FORM;PROPN N ACC;FORM;N N _
그녀는 84 살 이었다 .	그녀 84 _ _ .	3;FORM;NOM;PRO NUM N FIN;IND;PST;V _
러시아는 10 월부터 그 계약을 보류한다고 발표했다 .	러시아 10 월 _ 계약 보류한다 _ .	FORM;NOM;PROPN NUM N DET ACC;FORM;N N N _
트뤼도는 미국 제45 대 대통령이 누가 되든 그 대통령을 캐나다로 초대할 것 이다 .	트뤼도 _ _ _ 대통령 _ _ _ 대통령 캐나다 _ _ _ .	FORM;NOM;PROPN PROPN NUM N FORM;N;NOM PRO V DET ACC;FORM;N FORM;PROPN N N FIN;IND;V _
드라마를 쓰겠다는 일념으로 윈스턴은 해머스미스 내 코로나 스테이지 아카데미에 입학했다 .	드라마 _ 일념 윈스턴 _ _ _ _ 아카데미 _ .	ACC;FORM;N FUT;V FORM;N FORM;NOM;PROPN PROPN N PROPN N FORM;N N _
나는 그들과 함께 그것을 지켜보고 싶었지만 , 그들은 결국 내가 없는 곳에서 보기로 결정했다 .	나 그들 _ 그것 _ _ , 그들 _ 내 _ 곳 보기 _ .	1;FORM;NOM;PRO 3;FORM;PL;PRO ADV ACC;FORM;PRO V PST;V _ 3;FORM;NOM;PL;PRO ADV 1;FORM;NOM;PRO ADJ FORM;N FORM;PART;V.MSDR N _
그녀는 호주 오픈 테니스 대회에서 센세이션을 일으킨 후 올해 28 세를 맞이하여 치른 세레나 윌리엄스 와 의 결승전에서 패배했다 .	그녀 _ _ _ 대회 센세이션 _ _ _ 28 세 _ _ _ _ 와 의 결승전 _ .	3;FORM;NOM;PRO PROPN N N FORM;N ACC;FORM;N PST;V N N NUM ACC;FORM;N V PST;V PROPN PROPN FORM;PART FORM;GEN;PART FORM;N N _
그는 또한 온타리오 지방의 중개인들을 규제하는 온타리오 부동산 위원회 ( reco ) 의 법 집행력과 조사 권한이 강화되기를 원했다 .	그 _ _ 지방 중개인들 _ _ _ _ ( _ ) 의 _ 집행력 _ 권한 강화되기 _ .	3;FORM;NOM;PRO ADV PROPN FORM;GEN;N ACC;FORM;N;PL N PROPN N N _ PROPN _ FORM;GEN;PART N FORM;N N FORM;N;NOM ACC;FORM;N N _
조셉 브랜트 가 이끌었던 캐나다에서 온 원주민들이 영국을 지지한 이유는 식민 주의자들이 원주민들의 영토를 조금씩 빼앗고 있었기 때문 이었다 .	_ _ 가 _ 캐나다 _ 원주민들 영국 _ 이유 _ 주의자들 원주민들 영토 _ _ _ _ _ .	PROPN PROPN FORM;NOM;PART PST;V FORM;PROPN PST;V FORM;N;NOM;PL ACC;FORM;PROPN N FORM;N;NOM N FORM;N;NOM;PL FORM;GEN;N;PL ACC;FORM;N ADV V V;V.MSDR N FIN;IND;PST;V _
mate 9 폰에는 구글 어시스턴트 또는 애플 시리와 같은 인공 지능 인터페이스가 없다 .	_ 9 폰 _ _ _ _ 시리 _ _ _ 인터페이스 _ .	PROPN NUM FORM;N PROPN N CONJ N FORM;PROPN ADJ N N FORM;N;NOM ADJ;FIN;IND _
마드리드 자치 지역 원수 인 크리스티나 시푸엔테스 는 가장 보수적 인 색채를 가진 반면 부장관 인 자비에르 마로토 와 같은 정당의 지도자들은 가장 진보적 인 색채를 가졌다 .	_ _ _ _ _ _ _ 는 _ _ _ 색채 _ _ _ _ _ _ 와 _ 정당 지도자들 _ _ _ 색채 _ .	PROPN N N N V PROPN PROPN FORM;NOM;PART ADV N V ACC;FORM;N V N N V PROPN PROPN FORM;PART ADJ FORM;GEN;N FORM;N;NOM;PL ADV N V ACC;FORM;N FIN;IND;PST;V _
이후 , 아우구스투스가 로마 제국을 건설했을 때 로마인들은 지중해를 마레 노스트룸 ( 우리 바다 ) 으로 불렀다 .	_ , 아우구스투스 _ 제국 _ _ 로마인들 지중해 _ _ ( _ _ ) 으로 _ .	N _ FORM;NOM;PROPN PROPN ACC;FORM;N N N FORM;NOM;PL;PROPN ACC;FORM;PROPN N N _ 1;PRO N _ FORM;PART FIN;IND;PST;V _
그 미국인은 세계 1 위 등극 이라는 놀라운 성과를 거둔 앤디를 당연히 축하해 주어야 한다고 말했다 .	_ 미국인 _ 1 _ _ _ _ 성과 _ 앤디 _ _ _ 한다 _ .	DET FORM;NOM;PROPN N NUM N N V ADJ ACC;FORM;N PST;V ACC;FORM;PROPN ADV N V FIN;IND;PART N _
이 부서는 현재 새로운 문제에 직면해 있다 .	_ 부서 _ _ 문제 _ _ .	DET FORM;N;NOM ADV ADJ FORM;N N FIN;IND;V _
마케도니아군은 그리스를 양분하고 있는 테르모필레를 지나 진군했지만 테르모필레를 점령하지 않으려 했는데 그 이유는 아테네 , 스파르타 및 아카이아 연합군이 철통같이 방어를 하고 있었기 때문 이었다 .	마케도니아군 그리스 _ _ 테르모필레 _ _ 테르모필레 _ _ _ _ 이유 _ , _ _ _ 연합군 _ 방어 _ _ _ _ .	FORM;NOM;PROPN ACC;FORM;PROPN N V ACC;FORM;PROPN V N ACC;FORM;PROPN N V PST;V DET FORM;N;NOM PROPN _ PROPN CONJ PROPN FORM;N;NOM ADV ACC;FORM;N V V;V.MSDR N FIN;IND;PST;V _
상인 협회의 수립이 선언문을 통해 가능해졌는데 협회는 자치구를 통과하는 사람들을 대상으로 세금을 징수하는 마을의 대의원들에 의해 운영되었다 .	_ 협회 수립 선언문 _ _ 협회 자치구 _ 사람들 대상 세금 _ 마을 대의원들 _ _ .	N FORM;GEN;N FORM;N;NOM ACC;FORM;N V N FORM;N;NOM ACC;FORM;N N ACC;FORM;N;PL FORM;N ACC;FORM;N N FORM;GEN;N FORM;N;PL V N _
분석을 통해 평생 피운 담배 개비 수와 종양 dna의 돌연변이 수 사이에 직접적 인 관계가 있는 것으로 밝혀졌다 .	분석 _ _ _ _ _ 수 _ dna _ _ 사이 _ _ 관계 _ 것 _ .	ACC;FORM;N V N PST;V N N FORM;N N FORM;GEN;N N N FORM;N N V FORM;N;NOM ADJ FORM;N FIN;IND;PST;V _
은퇴할 때까지 여기에서 일하는 것이 그의 꿈 이다 .	_ 때 여기 _ 것 그 _ _ .	N N FORM;PRO N FORM;N;NOM 3;FORM;GEN;PRO N FIN;IND;V _
세계가 격분하고 불합리한 태도를 보일 수도 있겠지만 적어도 아직 누군 가 는 자존심을 지키고 그 사실에 대해서 계속 항의하고 있다 .	세계 _ _ 태도 _ 수 _ _ _ _ _ 는 자존심 _ _ 사실 _ _ _ _ .	FORM;N;NOM N N ACC;FORM;N CAUS;V N ADJ ADV ADV PRO FIN;V PART ACC;FORM;N V DET FORM;N V ADV N FIN;IND;V _
세계와 더 나아가 영국은 효과적 인 방어망을 구축하는 데 필요한 기술 인력이 부족한 상황 이다 .	세계 _ _ 영국 _ _ 방어망 _ _ _ _ 인력 _ _ _ .	FORM;N ADV V FORM;NOM;PROPN N V ACC;FORM;N N N N N FORM;N;NOM N N FIN;IND;V _
그는 십 년 동안 라디오와 tv에서 뉴스와 시사 쪽 일을 했다 .	그 _ _ _ 라디오 tv 뉴스 _ _ 일 _ .	3;FORM;NOM;PRO DET N N FORM;N FORM;N FORM;N N N ACC;FORM;N FIN;IND;PST;V _
발렌티노는 전형적 인 아랍 남성의 이미지를 벗어나기 위해 노력했다 .	발렌티노 _ _ _ 남성 이미지 _ _ _ .	FORM;NOM;PROPN N V PROPN FORM;GEN;N ACC;FORM;N V;V.MSDR V N _
미시마는 말년을 향하면서 국수 주의가 갖는 매우 개인적 인 성향을 옹호하였다 .	미시마 말년 _ _ 주의 _ _ _ _ 성향 _ .	FORM;NOM;PROPN ACC;FORM;N V N FORM;N;NOM V ADV N V ACC;FORM;N N _
앞으로 쭉 당겨 내민 그녀의 목에는 핏줄이 불거져 있고 두 손이 떨리고 있다 .	앞 _ _ _ 그녀 목 핏줄 _ _ _ 손 _ _ .	FORM;N ADV V PST;V 3;FORM;GEN;PRO FORM;N FORM;N;NOM V V DET FORM;N;NOM PASS;V FIN;IND;V _
1 차 세계 대전이 식민지 정치에 변화와 새로운 발전을 가져왔다 .	1 _ _ 대전 _ 정치 변화 _ 발전 _ .	NUM N N FORM;N;NOM N FORM;N FORM;N ADJ ACC;FORM;N FIN;IND;PST;V _
새로운 에피소드들이 방영된 후에 " the talking dead " 애프터 쇼가 있다 .	_ 에피소드들 _ 후 " _ _ _ " _ 쇼 _ .	ADJ FORM;N;NOM;PL N FORM;N _ PROPN PROPN PROPN _ N FORM;N;NOM ADJ;FIN;IND _
모래와 황사는 초목으로 토양이 덮이지 않은 건조한 지역에서 발생하는 자연 현상 이다 .	모래 황사 초목 토양 _ _ _ 지역 _ _ _ _ .	FORM;N FORM;N;NOM FORM;N FORM;N;NOM PASS;V PST;V N FORM;N N N N FIN;IND;V _
그 모임은 원래 몇 블록 떨어진 거리에 있는 워싱턴 회원제 사교 클럽 인 h 가의 메트로폴리탄 클럽 ( metropolitan club ) 에서 열릴 예정 이었다 .	_ 모임 _ _ _ _ 거리 _ _ _ _ _ _ _ 가 _ _ ( _ _ ) 에서 _ _ _ .	DET FORM;N;NOM ADV DET N V FORM;N ADJ PROPN N N N V PROPN FORM;GEN;N N N _ PROPN PROPN _ FORM;PART FUT;PASS;V N FIN;IND;PST;V _
예민한 감각의 기타리스트 인 그는 같은 해 그곳에서 콘서트를 열었다 .	_ 감각 _ _ 그 _ _ 그곳 콘서트 _ .	ADJ FORM;GEN;N N V 3;FORM;NOM;PRO ADJ N FORM;PRO ACC;FORM;N FIN;IND;PST;V _
그러나 늘어나고 있는 중국의 중산층은 날마다 폐를 조여 오는 스모그를 보면서 베이징 같은 도시의 유해 공기에 대해 큰 목소리로 항의하고 있다 .	_ _ _ 중국 중산층 날 폐 _ _ 스모그 _ _ _ 도시 _ 공기 _ _ 목소리 _ _ .	CONJ V V FORM;GEN;PROPN FORM;N;NOM N ACC;FORM;N V V ACC;FORM;N V PROPN ADJ FORM;GEN;N N FORM;N V ADJ FORM;N N FIN;IND;V _
그러나 일부 보안 전문가들이 그 코스의 필요성과 그 배후 의도에 대해 의문을 제기했다 .	_ _ _ 전문가들 _ 코스 필요성 _ _ 의도 _ 의문 _ .	CONJ N N FORM;N;NOM;PL DET FORM;GEN;N FORM;N DET N FORM;N V ACC;FORM;N N _
캐나다 혈액원 ( cbs ) 은 헤모글로빈은 정상 수치 일 수 있지만 , 체내 철분 함량은 전반적으로 낮은 수준 이라 고 말했다 .	_ _ ( _ ) 은 헤모글로빈 _ _ _ _ _ , _ _ 함량 전반적 _ _ _ 고 _ .	PROPN N _ PROPN _ FORM;NOM;PART FORM;N;NOM N N V N ADJ _ N N FORM;N;NOM FORM;N ADJ N FIN;IND;V PART N _
공화당은 1952 년 이래로 처음으로 상원 다수를 차지했고 하원에서 34 석을 차지했지만 민주당이 여전히 다수당 이었다 .	공화당 1952 _ 이래 처음 _ 다수 _ 하원 34 석 _ 민주당 _ _ _ .	FORM;NOM;PROPN NUM N FORM;N FORM;N N ACC;FORM;N N FORM;N NUM ACC;FORM;N N FORM;NOM;PROPN ADV N FIN;IND;PST;V _
밀라노와 같은 도시는 수자원 공급량 중 80 %를 알프스에 의존한다 .	밀라노 _ 도시 _ _ _ 80 % 알프스 _ .	FORM;PROPN ADJ FORM;N;NOM N N N NUM ACC;FORM;N FORM;PROPN N _
그녀는 2 살 된 딸의 살인 미수 혐의로 도 기소되었다 .	그녀 2 _ _ 딸 _ _ 혐의 도 _ .	3;FORM;NOM;PRO NUM N PST;V FORM;GEN;N N N FORM;N PART N _
오바마는 누군 가 가 트위터 계정을 처리하지 못할 경우 핵 코드를 처리하지 못할 것 이라 고 조롱했다 .	오바마 _ _ 가 _ 계정 _ _ _ _ 코드 _ _ _ _ 고 _ .	FORM;NOM;PROPN N FIN;V FORM;NOM;PART PROPN ACC;FORM;N N V N N ACC;FORM;N N V N FIN;IND;V PART N _
그해 여름 , 조르주와 그의 아내는 당시 18 살 이었던 저메인의 친구 중 한 명의 딸 인 로산느와 함께 스위스로 돌아갔다 .	_ _ , 조르주 그 아내 _ 18 _ _ 저메인 _ _ _ 명 _ _ 로산느 _ 스위스 _ .	N N _ FORM;PROPN 3;FORM;GEN;PRO FORM;N;NOM N NUM N PST;V FORM;GEN;PROPN N N DET FORM;GEN;N N V FORM;PROPN ADV FORM;PROPN FIN;IND;PST;V _
cgi 메스트레 는 최소한 2017 년에는 부가 가치세를 인상하지 않을 것으로 노트에서 밝혔다 .	_ _ 는 _ 2017 년 _ 가치세 _ _ 것 노트 _ .	PROPN PROPN FORM;NOM;PART ADV NUM FORM;N N ACC;FORM;N N V FORM;N FORM;N FIN;IND;PST;V _
소비자는 변화에 대한 수요를 증진시킬 수 있다 .	소비자 변화 _ 수요 _ _ _ .	FORM;N;NOM FORM;N V ACC;FORM;N N N ADJ;FIN;IND _
노스 캐롤라이나가 2013 년에 제한적 선거권 법안을 통과시킨 후 캠벨은 여러 교회들을 돌아다니며 유권자 등록 방법을 사람들에게 설명해 주었다 .	_ 캐롤라이나 2013 년 _ _ 법안 _ _ 캠벨 _ 교회들 _ _ _ 방법 사람들 _ _ .	N FORM;NOM;PROPN NUM FORM;N N N ACC;FORM;N N N FORM;NOM;PROPN DET ACC;FORM;N;PL V N N ACC;FORM;N FORM;N;PL N FIN;IND;PST;V _
찰스는 자신의 잔혹한 행동에 도 불구하고 네덜란드의 요구에 공감할 지도자로서 인식되었다 .	찰스 자신 _ 행동 도 _ 네덜란드 요구 _ 지도자 _ .	FORM;NOM;PROPN FORM;GEN;PRO N FORM;N PART V FORM;GEN;PROPN FORM;N N FORM;N N _
기원전 8 세기 무렵부터 도시 국가가 나타나기 시작했으며 , 이들은 고유의 정치 체계를 가진 규모가 작은 자치 정부 지역 이었다 .	_ 8 _ 무렵 _ 국가 _ _ , 이들 고유 _ 체계 _ 규모 _ _ _ _ _ .	N NUM N N N FORM;N;NOM V;V.MSDR N _ FORM;NOM;PL;PRO FORM;GEN;N N ACC;FORM;N PST;V FORM;N;NOM ADJ N N N FIN;IND;PST;V _
스마트폰에 저장이 가능하거나 현물로 제시가 가능한 바우처를 발급했다 .	스마트폰 저장 _ 현물 제시 _ 바우처 _ .	FORM;N FORM;N;NOM N FORM;N FORM;N;NOM N ACC;FORM;N N _
곤잘레스 아나야 는 그 퍼레이드 자원 봉사자만 해도 12000 명이나 된다고 말했다 .	_ _ 는 _ _ _ 봉사자 _ 12000 명 된다 _ .	PROPN PROPN FORM;NOM;PART DET N N N V NUM N FIN;IND;PART N _
앰네스티 인터내셔널은 마녀 사냥으로 인해 50 명이 살해당했다는 내용의 2008 년 신문 기사를 인용하였다 .	_ 인터내셔널 _ 사냥 _ 50 명 _ 내용 2008 _ _ 기사 _ .	PROPN FORM;N;NOM N FORM;N N NUM FORM;N;NOM N FORM;GEN;N NUM N N ACC;FORM;N N _
